deviceCategory,unifiedPagePathScreen,unifiedScreenName,screenPageViews
tablet,/home,보리보리,44
tablet,/mypage,보리보리,41
tablet,ListFragment,홈,38
tablet,/cart,보리보리,28
tablet,/plan/271144,기획전,28
tablet,/member/login,보리보리,26
tablet,/order/main,보리보리,20
tablet,/plan/267054,기획전,19
tablet,/plan/274642,기획전,19
tablet,/plan/267317,기획전,17
tablet,/order/result,보리보리,15
tablet,/mypage/order/list,보리보리,13
tablet,/plan/272266,기획전,13
tablet,Boribori_iOS.HomeBodyViewController,메인화면,12
tablet,LnbEventFragment,이벤트,12
tablet,/mypage,주문/배송조회,9
tablet,/plan/267054,보리보리,9
tablet,/item/34506,보리보리,8
tablet,/mypage,100% 당첨! 꽝 없는 보리복권,7
tablet,/mypage/info/verify,보리보리,7
tablet,/product/404678248,상품상세,7
tablet,/mypage,9월 출석체크 이벤트,6
tablet,/mypage,회원정보관리,6
tablet,/plan/271144,보리보리,6
tablet,/product/396903687,[LF닥스베이비]패턴 맨투맨 상하복 [닥스베이비] EUF40VP33M,6
tablet,/product/405411475,소이 남.여 공용 밑단시보리 면바지24S0704,6
tablet,/search/menu,보리보리,6
tablet,/home,[무스텔라_] UP to 43% 할인 + 역대급 할인쿠폰,5
tablet,/plan/271144,9월 보리위크 애프터 세일🍂 MAX 89% OFF,5
tablet,/product/388903178,[디즈니]베이비 미키와친구들 컬러라인가디건,5
tablet,/product/393148727,[보리에디션] 닥스베이비 아이코닉 져지 우주복 ETF11VW03M_MT,5
tablet,/product/393912978,상품상세,5
tablet,/product/400614333,상품상세,5
tablet,/product/403821349,상품상세,5
tablet,/product/404678248,셔츠 레이어드카라 맨투맨티,5
tablet,/product/405411475,상품상세,5
tablet,/cart,묶음배송 상품,4
tablet,/cart,반집업 크롭 후드(블루) ULMH23952,4
tablet,/customer,보리보리,4
tablet,/deal/404170523,딜 상세,4
tablet,/item/34686,보리보리,4
tablet,/mypage/order/list/,보리보리,4
tablet,/plan/198577,기획전,4
tablet,/plan/267054,9월 출석체크 이벤트,4
tablet,/plan/271675,기획전,4
tablet,/product/332939140,보리보리,4
tablet,/product/372262406,상품상세,4
tablet,/product/373496695,상품상세,4
tablet,/product/388729537,상품상세,4
tablet,/product/399940195,상품상세,4
tablet,/product/404028979,배색 라글란카라 반집업티,4
tablet,/product/404029217,상품상세,4
tablet,Boribori_iOS.EventViewController,이벤트,4
tablet,/brand/BL200002,[보리에디션] 헤지스키즈 헤리아토 데님 상하 세트복,3
tablet,/brand/BL201576,보리보리,3
tablet,/brand/BL202626,셔츠 레이어드카라 맨투맨티,3
tablet,/cart,9월 보리위크 애프터 세일🍂 MAX 89% OFF,3
tablet,/cart,[모이몰른] M251KPF03P SOFT&그란레깅스,3
tablet,/cart,[보리에디션] 헤지스키즈 테니스클럽 반팔 카라 맨투맨 티셔츠 HTM23TP64M PK,3
tablet,/cart,[에뜨와 가을]모르POINT상하(MUSTARD)_07P52300828,3
tablet,/cart,셔츠 레이어드카라 맨투맨티,3
tablet,/cart,소이 남.여 공용 밑단시보리 면바지24S0704,3
tablet,/cart,에꼴리에 더센트럴 반집업 카라 니트티 25A5052,3
tablet,/cart,주문/배송조회,3
tablet,/deal/303089524,[네파키즈 브랜드데이] 역시즌 프리오더&가을오픈,3
tablet,/deal/303089524,딜 상세,3
tablet,/deal/334742727,[레노마키즈] 여아 가오리핏긴팔블라우스_R1821B306,3
tablet,/deal/334742727/337935574,[레노마키즈] 여아 가오리핏긴팔블라우스_R1821B306,3
tablet,/deal/339465044,딜 상세,3
tablet,/deal/360267281,[신디키즈] 달꼼나염 와이드 CITJ2492Z(2color),3
tablet,/home,9월 보리위크 애프터 세일🍂 MAX 89% OFF,3
tablet,/item/34726,보리보리 패딩/다운/코트,3
tablet,/item/34728,보리보리,3
tablet,/member/find/id,(쁘띠앙팡)프리유나티셔츠,3
tablet,/member/login,(쁘띠앙팡)프리유나티셔츠,3
tablet,/member/success,보리보리,3
tablet,/mypage/order/detail,주문/배송조회,3
tablet,/mypage/order/list/,에꼴리에 세이브존04 레터링 밴드 레이어드 셋업티 24A0757,3
tablet,/order/main,토스페이 결제 시 2% 즉시할인,3
tablet,/plan/179509,기획전,3
tablet,/plan/198577,[네파키즈 브랜드데이] 역시즌 프리오더&가을오픈,3
tablet,/plan/198577,[네파키즈] 가을/겨울아울렛 UPTO 81% 할인+최대25%쿠폰,3
tablet,/plan/267054,100% 당첨! 꽝 없는 보리복권,3
tablet,/product/301804209,보리보리,3
tablet,/product/323624877,보리보리,3
tablet,/product/327544551,상품상세,3
tablet,/product/335517159,상품상세,3
tablet,/product/349585049,상품상세,3
tablet,/product/370540395,상품상세,3
tablet,/product/376868576,EBS 올림포스 전국연합학력평가 기출문제집 영어독해 (고1) (2025년),3
tablet,/product/380047025,상품상세,3
tablet,/product/382284788,[신디키즈] 달꼼나염 와이드 CITJ2492Z(2color),3
tablet,/product/396903687,보리보리,3
tablet,/product/402693990,상품상세,3
tablet,/product/403011024,[보리plus] 25FW 닥스리틀 아이코닉 배색 가디건 (핑크) DVF25KC50M_PK,3
tablet,/product/403011025,[보리plus] 25FW 닥스리틀 아이코닉 배색 가디건 (아이보리) DVF25KC50M_IV,3
tablet,/product/403718881,[아가방 겨울]모모골벨로아상하(BEIGE)_01R733001,3
tablet,/product/403936751,상품상세,3
tablet,/product/404526274,[피너츠]스누피 테니스게임상하복,3
tablet,/product/404678239,상품상세,3
tablet,/product/404678246,배색 카라 반집업티,3
tablet,/product/404678397,프렌즈 전사 배색 라글란티,3
tablet,/product/404794796,상품상세,3
tablet,/product/404959983,[에뜨와 가을]뮤드로고상하(L/BEIGE)_07R523002,3
tablet,/product/405185677,상품상세,3
tablet,/product/405328407,상품상세,3
tablet,/product/405411096,상품상세,3
tablet,/product/405820779,상품상세,3
tablet,/search/더데이걸즈,더데이걸 윈드 사선 바람막이 TGJA23101,3
tablet,/brand/BL200603,[페리미츠] 캔디펄샤스커트(P2413S610_15),2
tablet,/brand/BL201367,[삠뽀요] 쿠잉후드점퍼,2
tablet,/brand/BL202448,[보리에디션] 가볍게 야상 점퍼_베이지,2
tablet,/brand/BL202448,[보리에디션] 리봉봉 맨투맨,2
tablet,/cart,[9/15-17 특가]주니어 가을 신상 상하세트 6종 택1,2
tablet,/cart,[LF닥스베이비] 퀼팅 엠보자카드 상하내의 [닥스베이비] EUW40VP08M,2
tablet,/cart,[보리에디션] 헤지스키즈 [EARTH] 반팔 상하 세트복 HTM72ST56G NV,2
tablet,/cart,[보리에디션]헤지스키즈 [EARTH] 스트라이프 데님 팬츠 HTM01PD52M BU,2
tablet,/cart,[페리미츠] 꽃아일렛리본뷔스티에(P2511T188_10),2
tablet,/cart,[페리미츠] 카라집업니트가디건(P2411K412_05),2
tablet,/cart,"[헤이미니] 가을 신상 쇼핑 베스트템 5,500원부터~ 82%OFF 데님/상하복/맨투맨/원피스 130종 택1",2
tablet,/cart,네파키즈/본사 KKF2002 유니버스 숏 덕다운 자켓,2
tablet,/cart,네파키즈/본사 KLF2002 시그니처 숏 덕다운 패딩,2
tablet,/cart,버블트리 [J096]블랙페커점퍼,2
