deviceCategory,unifiedPagePathScreen,unifiedScreenName,screenPageViews
desktop,/home,보리보리,2457
desktop,/mypage,보리보리,612
desktop,/plan/272266,기획전,514
desktop,/cart,보리보리,508
desktop,/search/menu,보리보리,482
desktop,/order/result,보리보리,456
desktop,/order/main,보리보리,406
desktop,/member/login,보리보리,385
desktop,/plan/227815,기획전,291
desktop,/plan/267054,보리보리,189
desktop,/home/best/product,보리보리,188
desktop,/mypage/order/list,보리보리,183
desktop,/plan/236070,기획전,152
desktop,/plan/3740,기획전,124
desktop,/mypage/order/list/,보리보리,120
desktop,/product/405657286,보리보리,112
desktop,/home/hotdeal,보리보리,104
desktop,/plan/207025,기획전,94
desktop,/categories,보리보리,85
desktop,/mypage,주문/배송조회,80
desktop,/mypage/order/orderlist,보리보리,79
desktop,/member/success,보리보리,78
desktop,/home,상품상세,74
desktop,/home,"컬리수/모이몰른 外 패밀리데이, MAX 25%쿠폰",73
desktop,/home/exclusive,보리보리 보리에디션,70
desktop,/plan/215110,기획전,70
desktop,/home/topclass,보리보리,69
desktop,/item/34418,보리보리,68
desktop,/plan/3613,기획전,68
desktop,/product/405657394,보리보리,66
desktop,/mypage/coupon,쿠폰,60
desktop,/product/404721034,보리보리,60
desktop,/deal/403585919,딜 상세,59
desktop,/plan/17672,기획전,58
desktop,/deal/369407718,보리보리,57
desktop,/mypage/latest-views,보리보리,56
desktop,/item/34506,보리보리,55
desktop,/deal/357960215,보리보리,54
desktop,/mypage/info/verify,보리보리,54
desktop,/plan/271675,기획전,54
desktop,/plan/236070,보리보리,51
desktop,/plan/272507,기획전,51
desktop,/product/403821349,상품상세,51
desktop,/mypage/order/detail,주문/배송조회,50
desktop,/plan/225440,기획전,50
desktop,/deal/405090047,딜 상세,47
desktop,/deal/405090047,보리보리,43
desktop,/member/find/id,보리보리,43
desktop,/plan/227815,보리보리,43
desktop,/deal/403585919,"🤎베베쥬X보리보리 25FW 가을 신상 보리 단독 특가, 이월 최대 92% 할인 노마진 특가🤎",42
desktop,/home/exclusive,보리보리,42
desktop,/member/find/password,보리보리,42
desktop,/plan/148417,기획전,42
desktop,/deal/393850305,딜 상세,41
desktop,/product/405663974,보리보리,41
desktop,/member/change-password,보리보리,40
desktop,/order/main,토스페이 결제 시 2% 즉시할인,40
desktop,/deal/319064014,보리보리,39
desktop,/home,[DAKS 프리미엄] 추석 STYLE GUIDE,38
desktop,/item/34415,보리보리,38
desktop,/item/34484,보리보리,38
desktop,/deal/393850305,"컬리수/모이몰른 外 패밀리데이, MAX 25%쿠폰",37
desktop,/item/34686,보리보리,37
desktop,/plan/28396,기획전,37
desktop,/deal/389618390,딜 상세,36
desktop,/deal/389618390,"컬리수/모이몰른 外 패밀리데이, MAX 25%쿠폰",36
desktop,/home,"🤎베베쥬X보리보리 25FW 가을 신상 보리 단독 특가, 이월 최대 92% 할인 노마진 특가🤎",36
desktop,/plan/179509,기획전,36
desktop,/item/34679,보리보리,35
desktop,/mypage,회원정보관리,35
desktop,/brand,보리보리,34
desktop,/item/34416,보리보리,34
desktop,/product/404808530,상품상세,34
desktop,/home/designer,보리보리,33
desktop,/plan/124758,기획전,33
desktop,/deal/405090047,"🤎베베쥬X보리보리 25FW 가을 신상 보리 단독 특가, 이월 최대 92% 할인 노마진 특가🤎",32
desktop,/item/34728,보리보리,32
desktop,/mypage/order/cancel,주문/배송조회,32
desktop,/plan/269923,기획전,31
desktop,/product/326930901,상품상세,31
desktop,/deal/391283032,딜 상세,29
desktop,/plan/179509,보리보리,29
desktop,/product/405155658,상품상세,29
desktop,/cart,묶음배송 상품,28
desktop,/customer/faq,고객센터,28
desktop,/home/plus,보리보리,28
desktop,/plan/144128,기획전,28
desktop,/plan/234349,기획전,28
desktop,/product/405434415,상품상세,28
desktop,/product/362750856,상품상세,27
desktop,/deal/322401399,보리보리,26
desktop,/deal/391283032,보리보리,26
desktop,/plan/264940,보리보리,26
desktop,/plan/268077,기획전,26
desktop,/plan/273256,기획전,26
desktop,/member/login,9월 출석체크 이벤트,25
desktop,/mypage/info/edit,보리보리,25
desktop,/mypage/order/cancel/result,주문취소,25
desktop,/plan/5737,기획전,25
desktop,/product/362750856,보리보리,25
desktop,/deal/403170785,보리보리,24
desktop,/home/event,보리보리 이벤트,24
desktop,/plan/272266,보리보리,24
desktop,/product/404721033,보리보리,24
desktop,/product/405187099,상품상세,24
desktop,/cart,[DAKS 프리미엄] 추석 STYLE GUIDE,23
desktop,/deal/393850305,보리보리,23
