deviceCategory,unifiedPagePathScreen,unifiedScreenName,screenPageViews
tablet,ListFragment,홈,55
tablet,/mypage,보리보리,45
tablet,/home,보리보리,33
tablet,/member/login,보리보리,26
tablet,/plan/267054,기획전,21
tablet,/mypage/order/list,보리보리,19
tablet,/plan/267317,기획전,17
tablet,/plan/202042,기획전,16
tablet,/cart,보리보리,15
tablet,Boribori_iOS.HomeBodyViewController,메인화면,15
tablet,Boribori_iOS.BestViewController,베스트,13
tablet,/mypage,주문/배송조회,11
tablet,/plan/271144,기획전,11
tablet,/mypage/latest-views,보리보리,10
tablet,/order/main,보리보리,10
tablet,/order/result,보리보리,10
tablet,LnbEventFragment,이벤트,10
tablet,/plan/227815,기획전,9
tablet,Boribori_iOS.EventViewController,이벤트,9
tablet,/plan/271144,보리보리,8
tablet,/plan/272266,기획전,8
tablet,/mypage,100% 당첨! 꽝 없는 보리복권,7
tablet,/mypage,9월 출석체크 이벤트,7
tablet,/mypage/order/list/,보리보리,7
tablet,/search/가디건,보리보리,7
tablet,/deal/404311742/380047087,[보리에디션]헤지스키즈 클로이 셔츠 원피스 HTS12NA53M PK,6
tablet,/plan/202042,보리보리,6
tablet,/plan/267054,보리보리,6
tablet,/product/360977180,[페리미츠] 꽃 자수 체크원피스(P2422O683_22),6
tablet,ListFragment,모이몰른/컬리수,6
tablet,/brand/BL201464,보리보리,5
tablet,/mypage/info/verify,보리보리,5
tablet,/plan/271144,9월 보리위크 애프터 세일🍂 MAX 89% OFF,5
tablet,/product/344997334,상품상세,5
tablet,/product/359226948,상품상세,5
tablet,/product/392338600,상품상세,5
tablet,/product/403872796,상품상세,5
tablet,/product/404466412,상품상세,5
tablet,/product/405657394,상품상세,5
tablet,/home,17일 초주력! 루솔 인기 간식 이유식 Best,4
tablet,/mypage,최근 본 상품,4
tablet,/plan/227815,보리보리,4
tablet,/product/338146817,[해피랜드] 몰티 7부 우주 HY3106P1,4
tablet,/product/370712392,상품상세,4
tablet,/product/383572927,보리보리,4
tablet,/product/386920638,상품상세,4
tablet,/product/405155658,상품상세,4
tablet,/product/405657286,MICROSOFT 윈도우 11 Home 처음사용자용 한글,4
tablet,/product/405657394,MICROSOFT 윈도우 11 Pro DSP 한글 64bit(1회성),4
tablet,/search/모이몰른,보리보리,4
tablet,/brand/BL202594,보리보리,3
tablet,/cart,J8181_피키반집업SET,3
tablet,/cart,J8930_러빗후드집업SET,3
tablet,/cart,묶음배송 상품,3
tablet,/categories,보리보리,3
tablet,/deal/250589995,딜 상세,3
tablet,/deal/250589995,보리보리,3
tablet,/item/34418,보리보리,3
tablet,/member/login,MICROSOFT 윈도우 11 Pro DSP 한글 64bit(1회성),3
tablet,/mypage,좋아요,3
tablet,/mypage,회원정보관리,3
tablet,/mypage/favorite,[리바이스키즈] 퍼프소매셔츠 (주니어) V233SH316P,3
tablet,/mypage/favorite,보리보리,3
tablet,/mypage/order/detail/change,주문/배송조회,3
tablet,/mypage/order/orderlist,보리보리,3
tablet,/order/main,여아 에어 클라우스 구스 롱다운_PKE4JP2030,3
tablet,/plan/22160,기획전,3
tablet,/plan/28396,기획전,3
tablet,/product/326930901,상품상세,3
tablet,/product/342320171,상품상세,3
tablet,/product/342383409,상품상세,3
tablet,/product/347326370,보리보리,3
tablet,/product/353339396,상품상세,3
tablet,/product/359390303,상품상세,3
tablet,/product/362889691,상품상세,3
tablet,/product/367930776,상품상세,3
tablet,/product/372317785,상품상세,3
tablet,/product/376547437,상품상세,3
tablet,/product/380047086,[보리에디션] 헤지스키즈 헤리아토 멜빵 원피스 HTS32NA59M BU,3
tablet,/product/392336267,상품상세,3
tablet,/product/403821349,상품상세,3
tablet,/product/404637438,상품상세,3
tablet,/product/404808530,상품상세,3
tablet,/product/405657394,보리보리,3
tablet,/search/피에스타 우드 주방...,보리보리,3
tablet,/search/피에스타 우드 주방...,피에스타 우드 주방놀이 슈크레+채소11종,3
tablet,/shopLiveList,보리보리,3
tablet,/brand/,브랜드,2
tablet,/brand/BL200002,보리보리,2
tablet,/brand/BL200430,루니툰즈소매포인트티셔츠_BP43TR722,2
tablet,/brand/BL202632,에어워크주니어 수영복 신상 몸판 물나염 집업 래쉬가드 233B0551,2
tablet,/brand/BL301098,브랜드,2
tablet,/brand/BL344594,주니어 제트스포츠 래쉬가드 상하+반바지세트 / 주니어 초등 고학년 저학년 생존수영복 래쉬가드,2
tablet,/brand/BL349599,[지오다노주니어] 03015501 폴로 피케 긴팔티,2
tablet,/cart,MICROSOFT 윈도우 11 Pro DSP 한글 64bit(1회성),2
tablet,/cart,[게스키즈] 심플자수 맨투맨 (G26KBT070-T),2
tablet,/cart,상의 모음,2
tablet,/cart,에어워크주니어 수영복 신상 물나염 5부 우븐팬츠 233B3453,2
tablet,/cart,제이키즈,2
tablet,/cart,주문/배송조회,2
tablet,/cart,행텐주니어 크롭 바시티 야구 점퍼14480-110-601-07,2
tablet,/categories,17일 초주력! 루솔 인기 간식 이유식 Best,2
tablet,/customer,취소/반품/교환 상세,2
tablet,/customer/qna/inquiry,MICROSOFT 윈도우 11 Pro DSP 한글 64bit(1회성),2
tablet,/customer/qna/list/,보리보리,2
tablet,/deal/302665709,[루솔] 배도라지즙/이유식골라담기 간식 Best 모음,2
tablet,/deal/319064014,"[비밀혜택] 베베쿡 BEST 과자,음료 골라담기",2
tablet,/deal/387057997,[보리에디션] 릴리푸리 올리반 가을 오픈 최대 30%쿠폰,2
tablet,/deal/390913319,[아디다스] 브레이크넷 미키 CF K (IG7163),2
tablet,/deal/404500903,보리보리,2
tablet,/deal/405809406,딜 상세,2
tablet,/home,9월 보리위크 애프터 세일🍂 MAX 89% OFF,2
tablet,/home/topclass,보리보리,2
tablet,/item/33411,보리보리,2
tablet,/item/34416,보리보리,2
tablet,/item/34445,[아가방 겨울]캔디팬시가디건(MULTI)_01P73140200,2
tablet,/item/34456,뉴엠엠티거팬츠,2
tablet,/item/34506,보리보리,2
tablet,/item/34758,그레이워싱5부데님팬츠 남아청반바지 통팬츠 블랙진반바지 초등면반바지 주니어 여름공용,2
tablet,/member/find/id,보리보리,2
tablet,/member/login,NBA 후드 탈착 경량 덕다운 점퍼(덕다운 80:20)(K234DW020P),2
tablet,/member/login,"[디어베이비 가을]숀힐링가디건(GREEN,YELLOW)_01P131402",2
tablet,/member/login,[모이몰른] 헬로키티싱글우주복세트 M241UUN51P,2
tablet,/member/success,보리보리,2
tablet,/mypage,9월 보리위크 애프터 세일🍂 MAX 89% OFF,2
tablet,/mypage,[모이몰른] 프레체다이마루가디건 M243GDB24P,2
tablet,/mypage,가디건 - 보리보리,2
